2016-05-05 02:53:55 INFO  Utils:253 - Using defaults.yaml from resources
2016-05-05 02:53:59 INFO  ZooKeeper:100 - Client environment:zookeeper.version=3.4.6-1569965, built on 02/20/2014 09:09 GMT
2016-05-05 02:53:59 INFO  ZooKeeper:100 - Client environment:host.name=3aabbe15902b
2016-05-05 02:53:59 INFO  ZooKeeper:100 - Client environment:java.version=1.7.0_95
2016-05-05 02:53:59 INFO  ZooKeeper:100 - Client environment:java.vendor=Oracle Corporation
2016-05-05 02:53:59 INFO  ZooKeeper:100 - Client environment:java.home=/usr/lib/jvm/java-7-openjdk-amd64/jre
2016-05-05 02:53:59 INFO  ZooKeeper:100 - Client environment:java.class.path=iot-framework.jar
2016-05-05 02:53:59 INFO  ZooKeeper:100 - Client environment:java.library.path=/usr/java/packages/lib/amd64:/usr/lib/x86_64-linux-gnu/jni:/lib/x86_64-linux-gnu:/usr/lib/x86_64-linux-gnu:/usr/lib/jni:/lib:/usr/lib
2016-05-05 02:53:59 INFO  ZooKeeper:100 - Client environment:java.io.tmpdir=/tmp
2016-05-05 02:53:59 INFO  ZooKeeper:100 - Client environment:java.compiler=<NA>
2016-05-05 02:53:59 INFO  ZooKeeper:100 - Client environment:os.name=Linux
2016-05-05 02:53:59 INFO  ZooKeeper:100 - Client environment:os.arch=amd64
2016-05-05 02:53:59 INFO  ZooKeeper:100 - Client environment:os.version=3.13.0-85-generic
2016-05-05 02:53:59 INFO  ZooKeeper:100 - Client environment:user.name=root
2016-05-05 02:53:59 INFO  ZooKeeper:100 - Client environment:user.home=/root
2016-05-05 02:53:59 INFO  ZooKeeper:100 - Client environment:user.dir=/home/kafka/standalone
2016-05-05 02:53:59 INFO  ZooKeeperServer:100 - Server environment:zookeeper.version=3.4.6-1569965, built on 02/20/2014 09:09 GMT
2016-05-05 02:53:59 INFO  ZooKeeperServer:100 - Server environment:host.name=3aabbe15902b
2016-05-05 02:53:59 INFO  ZooKeeperServer:100 - Server environment:java.version=1.7.0_95
2016-05-05 02:53:59 INFO  ZooKeeperServer:100 - Server environment:java.vendor=Oracle Corporation
2016-05-05 02:53:59 INFO  ZooKeeperServer:100 - Server environment:java.home=/usr/lib/jvm/java-7-openjdk-amd64/jre
2016-05-05 02:53:59 INFO  ZooKeeperServer:100 - Server environment:java.class.path=iot-framework.jar
2016-05-05 02:53:59 INFO  ZooKeeperServer:100 - Server environment:java.library.path=/usr/java/packages/lib/amd64:/usr/lib/x86_64-linux-gnu/jni:/lib/x86_64-linux-gnu:/usr/lib/x86_64-linux-gnu:/usr/lib/jni:/lib:/usr/lib
2016-05-05 02:53:59 INFO  ZooKeeperServer:100 - Server environment:java.io.tmpdir=/tmp
2016-05-05 02:53:59 INFO  ZooKeeperServer:100 - Server environment:java.compiler=<NA>
2016-05-05 02:53:59 INFO  ZooKeeperServer:100 - Server environment:os.name=Linux
2016-05-05 02:53:59 INFO  ZooKeeperServer:100 - Server environment:os.arch=amd64
2016-05-05 02:53:59 INFO  ZooKeeperServer:100 - Server environment:os.version=3.13.0-85-generic
2016-05-05 02:53:59 INFO  ZooKeeperServer:100 - Server environment:user.name=root
2016-05-05 02:53:59 INFO  ZooKeeperServer:100 - Server environment:user.home=/root
2016-05-05 02:53:59 INFO  ZooKeeperServer:100 - Server environment:user.dir=/home/kafka/standalone
2016-05-05 02:54:01 INFO  ZooKeeperServer:162 - Created server with tickTime 2000 minSessionTimeout 4000 maxSessionTimeout 40000 datadir /tmp/4a1d359c-84b6-410e-805b-5cd15185a05c/version-2 snapdir /tmp/4a1d359c-84b6-410e-805b-5cd15185a05c/version-2
2016-05-05 02:54:01 INFO  NIOServerCnxnFactory:94 - binding to port 0.0.0.0/0.0.0.0:2000
2016-05-05 02:54:01 INFO  zookeeper:0 - Starting inprocess zookeeper at port 2000 and dir /tmp/4a1d359c-84b6-410e-805b-5cd15185a05c
2016-05-05 02:54:01 INFO  Utils:253 - Using defaults.yaml from resources
